254.0	347.0
370.0	108.0
745.0	296.0
636.0	570.0
492.0	131.0
745.0	176.0
56.0	245.0
638.0	494.0
356.0	239.0
441.0	593.0
748.0	294.0
833.0	207.0
164.0	311.0
468.0	326.0
64.0	90.0
312.0	91.0
818.0	335.0
50.0	257.0
463.0	454.0
766.0	325.0
201.0	83.0
399.0	423.0
269.0	172.0
484.0	296.0
64.0	320.0
710.0	521.0
795.0	249.0
282.0	212.0
187.0	110.0
655.0	435.0
773.0	282.0
122.0	110.0
224.0	326.0
70.0	320.0
442.0	248.0
556.0	239.0
353.0	133.0
775.0	89.0
465.0	294.0
603.0	146.0
736.0	89.0
465.0	488.0
428.0	175.0
198.0	296.0
818.0	327.0
413.0	175.0
809.0	295.0
725.0	118.0
459.0	488.0
300.0	325.0
717.0	31.0
273.0	265.0
305.0	325.0
272.0	50.0
705.0	266.0
271.0	320.0
202.0	294.0
350.0	132.0
198.0	256.0
765.0	31.0
365.0	457.0
680.0	350.0
614.0	243.0
50.0	436.0
211.0	451.0
279.0	265.0
676.0	520.0
384.0	648.0
94.0	342.0
71.0	222.0
558.0	212.0
565.0	243.0
832.0	178.0
197.0	312.0
201.0	312.0
263.0	199.0
668.0	384.0
235.0	163.0
702.0	255.0
807.0	293.0
662.0	523.0
469.0	457.0
417.0	434.0
569.0	72.0
205.0	32.0
86.0	105.0
412.0	163.0
728.0	174.0
568.0	201.0
524.0	429.0
765.0	384.0
765.0	145.0
735.0	385.0
178.0	64.0
542.0	99.0
712.0	385.0
704.0	239.0
44.0	347.0
163.0	82.0
233.0	208.0
675.0	389.0
749.0	497.0
622.0	173.0
444.0	230.0
675.0	351.0
636.0	99.0
92.0	343.0
472.0	325.0
795.0	312.0
820.0	88.0
747.0	138.0
569.0	205.0
785.0	88.0
556.0	519.0
649.0	32.0
257.0	139.0
570.0	473.0
748.0	146.0
314.0	90.0
610.0	377.0
706.0	32.0
710.0	32.0
134.0	313.0
723.0	175.0
368.0	105.0
569.0	88.0
427.0	178.0
552.0	490.0
631.0	180.0
84.0	42.0
239.0	143.0
371.0	106.0
567.0	183.0
549.0	460.0
599.0	95.0
244.0	348.0
32.0	321.0
230.0	164.0
276.0	313.0
745.0	501.0
548.0	349.0
634.0	99.0
199.0	309.0
270.0	201.0
395.0	88.0
57.0	450.0
793.0	309.0
546.0	98.0
533.0	292.0
488.0	129.0
768.0	147.0
393.0	422.0
653.0	512.0
259.0	243.0
417.0	308.0
359.0	137.0
303.0	224.0
617.0	472.0
268.0	174.0
577.0	379.0
202.0	162.0
159.0	88.0
345.0	238.0
702.0	247.0
750.0	144.0
545.0	100.0
371.0	204.0
791.0	372.0
40.0	345.0
558.0	214.0
797.0	247.0
139.0	373.0
571.0	517.0
403.0	573.0
591.0	95.0
533.0	366.0
599.0	35.0
198.0	314.0
257.0	137.0
795.0	307.0
746.0	247.0
590.0	97.0
126.0	375.0
534.0	97.0
805.0	562.0
367.0	205.0
60.0	452.0
748.0	243.0
64.0	36.0
537.0	154.0
553.0	102.0
658.0	299.0
102.0	38.0
161.0	351.0
156.0	92.0
704.0	243.0
643.0	38.0
355.0	103.0
557.0	600.0
358.0	314.0
357.0	103.0
197.0	294.0
444.0	227.0
370.0	202.0
465.0	243.0
169.0	63.0
238.0	352.0
673.0	496.0
253.0	455.0
810.0	293.0
775.0	233.0
419.0	499.0
