258.0	183.0
497.0	354.0
640.0	178.0
862.0	353.0
820.0	307.0
792.0	351.0
264.0	179.0
269.0	69.0
853.0	307.0
168.0	88.0
268.0	54.0
172.0	331.0
76.0	220.0
210.0	83.0
278.0	54.0
292.0	54.0
321.0	54.0
296.0	76.0
840.0	391.0
709.0	359.0
162.0	308.0
244.0	173.0
263.0	173.0
806.0	356.0
267.0	173.0
206.0	308.0
808.0	356.0
260.0	130.0
782.0	378.0
284.0	208.0
318.0	173.0
833.0	378.0
79.0	228.0
320.0	173.0
338.0	173.0
501.0	356.0
797.0	362.0
839.0	378.0
345.0	172.0
233.0	98.0
248.0	357.0
252.0	174.0
273.0	174.0
839.0	308.0
74.0	98.0
71.0	98.0
32.0	279.0
491.0	357.0
789.0	362.0
495.0	357.0
508.0	355.0
613.0	174.0
637.0	174.0
843.0	247.0
150.0	58.0
833.0	247.0
80.0	175.0
310.0	57.0
868.0	300.0
863.0	99.0
207.0	58.0
248.0	175.0
255.0	175.0
43.0	280.0
57.0	32.0
290.0	57.0
321.0	171.0
268.0	175.0
787.0	362.0
248.0	100.0
828.0	234.0
804.0	354.0
317.0	151.0
796.0	354.0
310.0	151.0
293.0	58.0
786.0	360.0
726.0	303.0
313.0	58.0
334.0	58.0
252.0	97.0
829.0	309.0
204.0	57.0
248.0	97.0
639.0	285.0
832.0	309.0
244.0	97.0
804.0	357.0
537.0	103.0
646.0	175.0
824.0	357.0
167.0	132.0
495.0	354.0
272.0	151.0
736.0	175.0
246.0	166.0
271.0	170.0
832.0	96.0
492.0	354.0
484.0	354.0
269.0	72.0
210.0	151.0
47.0	280.0
250.0	176.0
124.0	134.0
815.0	379.0
858.0	100.0
253.0	176.0
32.0	101.0
129.0	134.0
821.0	285.0
263.0	176.0
278.0	176.0
758.0	300.0
831.0	285.0
346.0	176.0
848.0	353.0
72.0	101.0
727.0	306.0
828.0	353.0
205.0	310.0
258.0	170.0
818.0	353.0
138.0	132.0
799.0	353.0
793.0	353.0
55.0	280.0
240.0	96.0
261.0	132.0
80.0	177.0
64.0	280.0
172.0	170.0
241.0	101.0
503.0	353.0
486.0	353.0
269.0	177.0
770.0	358.0
313.0	164.0
831.0	272.0
826.0	310.0
55.0	286.0
775.0	358.0
841.0	310.0
866.0	352.0
825.0	353.0
831.0	358.0
268.0	59.0
61.0	286.0
283.0	59.0
299.0	59.0
821.0	272.0
316.0	59.0
321.0	59.0
851.0	358.0
854.0	358.0
773.0	352.0
770.0	352.0
613.0	177.0
624.0	177.0
637.0	177.0
509.0	352.0
72.0	286.0
276.0	132.0
490.0	352.0
267.0	72.0
415.0	105.0
280.0	95.0
271.0	95.0
254.0	95.0
860.0	358.0
198.0	116.0
208.0	116.0
324.0	56.0
247.0	178.0
74.0	95.0
36.0	95.0
819.0	248.0
276.0	178.0
863.0	351.0
341.0	178.0
792.0	33.0
527.0	380.0
317.0	116.0
821.0	248.0
535.0	101.0
252.0	160.0
275.0	150.0
277.0	56.0
254.0	150.0
258.0	56.0
415.0	103.0
619.0	178.0
344.0	166.0
215.0	96.0
643.0	178.0
817.0	351.0
137.0	225.0
808.0	351.0
500.0	82.0
251.0	359.0
828.0	311.0
784.0	351.0
261.0	169.0
200.0	312.0
778.0	351.0
169.0	169.0
775.0	351.0
814.0	359.0
827.0	359.0
251.0	94.0
244.0	94.0
838.0	359.0
129.0	132.0
333.0	34.0
848.0	305.0
835.0	305.0
260.0	179.0
843.0	303.0
281.0	60.0
292.0	60.0
270.0	179.0
339.0	179.0
645.0	312.0
779.0	380.0
274.0	160.0
787.0	380.0
208.0	78.0
825.0	305.0
534.0	93.0
501.0	351.0
498.0	351.0
633.0	179.0
272.0	165.0
208.0	84.0
848.0	350.0
787.0	350.0
811.0	305.0
770.0	350.0
808.0	305.0
317.0	168.0
534.0	88.0
274.0	72.0
845.0	276.0
244.0	181.0
256.0	168.0
845.0	303.0
696.0	360.0
210.0	195.0
279.0	181.0
808.0	380.0
864.0	349.0
822.0	380.0
781.0	349.0
731.0	159.0
