419.0	198.0
319.3344421386719	431.3088684082031
537.0	276.0
335.0	409.0
410.0	309.0
545.0	261.0
124.0	240.0
141.60000610351562	267.6000061035156
39.0	428.0
400.0	245.0
413.0	444.0
427.0	261.0
424.0	261.0
621.6000366210938	96.0
391.0	98.0
398.4000244140625	229.20001220703125
395.0	312.0
256.8000183105469	260.4000244140625
235.00802612304688	293.7600402832031
55.0	354.0
400.0	312.0
386.0	429.0
268.0	220.0
385.0	215.0
172.0	342.0
63.60000228881836	362.4000244140625
329.0	324.0
42.0	442.8000183105469
218.0	405.0
432.0	333.0
190.0	409.0
680.0	292.0
574.0	133.0
560.0	167.0
70.80000305175781	260.4000244140625
199.0	410.0
210.0	410.0
226.0	411.0
67.0	260.0
243.8554229736328	403.1079406738281
53.0	348.0
63.0	369.0
390.0000305175781	253.20001220703125
268.0	259.0
213.60000610351562	152.40000915527344
474.0	215.0
669.0	224.0
70.0	264.0
187.0	239.0
438.93975830078125	462.82763671875
236.3904571533203	418.0378723144531
196.0	361.0
79.0	239.0
274.0	455.0
52.0	340.0
683.0	201.0
306.0	399.6000061035156
265.0	455.0
454.0	197.0
412.0	244.0
404.0	222.0
260.92803955078125	298.94403076171875
327.0	132.0
55.20000076293945	411.6000061035156
219.60000610351562	291.6000061035156
241.86477661132812	403.1079406738281
174.0	411.0
273.0	259.0
180.0	411.0
210.0	410.0
507.0	300.0
64.80000305175781	307.20001220703125
385.0	223.0
405.0	228.0
351.0	277.0
525.0	299.0
543.0	296.0
629.0	97.0
416.0	200.0
57.0	384.0
334.8000183105469	321.6000061035156
337.0	551.0
460.0	196.0
408.0	123.0
387.0	213.0
662.0	210.0
357.0	433.0
211.0	158.0
409.0	242.0
279.0	242.0
406.0	200.0
403.0	194.0
188.0	242.0
518.4000854492188	271.6416320800781
392.4000244140625	127.20000457763672
176.40000915527344	412.8000183105469
207.0	411.0
215.0	413.0
194.0	341.0
51.0	314.0
544.800048828125	236.40000915527344
434.0	237.0
576.0	127.0
432.0	204.0
180.0	314.0
692.7484741210938	292.62652587890625
407.0	206.0
49.20000076293945	441.6000061035156
580.0	469.0
412.06591796875	504.6314392089844
67.20000457763672	266.4000244140625
178.0	342.0
163.0	316.0
354.0	258.0
283.0	258.0
175.0	339.0
307.0	413.0
680.0	276.0
339.6000061035156	286.8000183105469
410.0	309.0
415.0	309.0
199.20001220703125	314.4000244140625
168.0	258.0
164.0	258.0
659.0	195.0
393.6000061035156	435.6000061035156
414.7200622558594	503.8848571777344
116.0	231.0
602.0	127.0
97.0	228.0
283.20001220703125	164.40000915527344
185.0	412.0
76.0	258.0
389.0	397.0
632.4000244140625	118.80000305175781
204.0	413.0
466.0	195.0
204.0	428.0
425.0	266.0
416.0	194.0
